nombre_artista,album,fecha,tipo,track
Louis Armstrong,The Decca Singles 1949-1958,2016-01-01,track,Can Anyone Explain?
Zouzoulectric,The Hopper,2016-04-08,track,The Hopper
Francesca Gramegna,Nothing Else,2016-03-18,track,Água de Beber
Madeleine Peyroux,Secular Hymns,2016-09-16,track,More Time
Savages,Five Finger Discount,2016-07-29,track,You're My Chocolate
Nighthawks,707 (Bonus Version),2016-10-28,track,Portree Liberty
Justin Hurwitz,La La Land (Original Motion Picture Score),2016-12-09,track,Bogart & Bergman
Nouvelle Vague,I Could Be Happy,2016-11-25,track,I Could Be Happy
Pauline Croze,Bossa Nova,2016-04-15,track,Chorando Sim
Kandace Springs,Soul Eyes,2016-06-24,track,Neither Old Nor Young
Stockholm Jazz Quartet,Waves & Rain,2016-06-13,track,Waiting for the Rain
Conal Fowkes,Cafe Society (Original Motion Picture Soundtrack),2016-07-08,track,Out of Nowhere
Almost Here,A Moment Ago,2016-03-25,track,Exquisite Dinner
Club des Belugas,Pogo Porn,2016-09-16,track,Pogo Porn
Mammal Hands,Floa,2016-05-27,track,Quiet Fire
Ryo Fukui,メロー ドリーム,2016-03-30,track,Horizon
Maria Luiza,Jazz in Bossa / Bossa in Jazz,2016-06-30,track,Lullaby of Birdland
GoGo Penguin,Man Made Object,2016-02-05,track,GBFISYSIH
Justin Hurwitz,La La Land (Original Motion Picture Score),2016-12-09,track,Boise
Tatiana Eva-Marie,I Wish You Love,2016-07-14,track,Zou Bisou Bisou
Catherine Russell,Harlem On My Mind (Bonus Track Version),2016-09-09,track,"Swing! Brother, Swing!"
Brad Mehldau Trio,Blues and Ballads,2016-06-03,track,I Concentrate on You
Erroll Garner,Ready Take One,2016-09-30,track,Misty
Ashni,Live Sessions,2016-06-30,track,Light Bends (Live Session)
Pauline Croze,Bossa Nova,2016-04-15,track,A Felicidade
Tony DeSare,Want You (Deluxe Edition),2016-02-26,track,Another Chance for My Heart
Freddy Verano,Comets (feat. Natalia Doco),2016-04-15,track,Comets (feat. Natalia Doco)
Jimmy Van Heusen,Sax with Cocktails,2016-01-15,track,Nancy (with the Laughing Face)
Laura Fygi,Jazz Love,2016-10-21,track,La vie en rose - French Version
Joan Chamorro,Lua Amarela,2016-11-29,track,Pra Que Discutir Com Madame
Michael Bublé,Nobody but Me,2016-10-21,track,My Kind of Girl
Michel Camilo,Spain Forever,2016-10-07,track,Água E Vinho
The Bahama Soul Club,Havana ´58,2016-11-11,track,Night Breeze
Hailu Mergia,Wede Harer Guzo,2016-06-17,track,Anchin Kfu Ayinkash
Lounge Groove Avenue,Dayton Way,2016-02-26,track,Smoking Jazz
Basement Freaks,Time Machine,2016-02-26,track,White Hot
Kat Gang,Love & the Lack Thereof,2016-09-09,track,Then I'll Be Tired of You
Justin Hurwitz,La La Land (Original Motion Picture Score),2016-12-09,track,Rialto At Ten
Simone Kopmajer,Emotion,2016,track,Sleepwalk
Matthieu Boré,Sometimes on My Own,2016-05-02,track,Georgia on My Mind
Tatiana Eva-Marie,I Wish You Love,2016-07-14,track,I Love Paris
Oakwood Station,Space For Two,2016-09-23,track,We Have Come Through
Massimo Faraò Trio,"100 Smooth Jazz, Vol. 1",2016-12-22,track,L'italiano
Almost Here,That's the One,2016-09-30,track,Like Someone I Know
Mammal Hands,Shadow Work,2017-11-03,track,Boreal Forest
Dzihan & Kamien,The Very Best Of Cafe del Mar Music,2017-03-31,track,Homebase
Aldo Romano,Mélodies en noir & blanc,2017-09-22,track,Rosario
Magnus Ringblom,Blue Night Bossa,2017-07-04,track,Blue Night
Enrico Pieranunzi,Duke's Dream,2017-01-13,track,I Got It Bad
Bladverk Band,Blue,2017-09-29,track,Memories from the Past
Sarah McKenzie,Paris In The Rain,2017-01-13,track,Paris In The Rain
Ibrahim Maalouf,Dalida By Ibrahim Maalouf,2017-11-17,track,Love In Portofino
Cornelio,Querida,2017-08-08,track,Aquarela
S-Tone Inc,Superbacana,2017-06-23,track,Superbacana
Ray Lugo,We Walk Around Like This,2017-10-14,track,Ma Fleur de Marseille
Parov Stelar,The Burning Spider,2017-04-21,track,Cuba Libre
Eric Legnini Trio,Ballads,2017-10-26,track,Willow Weep for Me
Victor Wooten,TRYPNOTYX,2017-09-08,track,Funky D
Andrea Motis,Emotional Dance,2017-02-17,track,An Emotional Dance
The Souljazz Orchestra,Under Burning Skies,2017-09-22,track,Sorrow fly away
Gare Du Nord,Play,2017-09-17,track,How Was It For You
Brenton Kossak,Skullgirls: The Complete Soundtrack,2017-10-27,track,Pedestrians Crossing
LTJ Xperience,Beggar Groove,2017-03-03,track,Way Down
Pisk,Minnie the Moocher,2017-06-16,track,Jungle Swing
Elisabeth Melander,Reflections of a Voice,2017-02-08,track,Like Someone in Love
Eric Legnini Trio,Ballads,2017-10-26,track,I Fall in Love
Ibrahim Maalouf,Dalida By Ibrahim Maalouf,2017-11-17,track,Laissez-moi danser
Magnus Ringblom,Blue Night Bossa,2017-07-04,track,Better Late Than Never
Jo Stafford,It Had to Be You: Lost Radio Recordings,2017-08-11,track,It Had to Be You
Quintette du Hot Club de France,St. Louis Blues,2017-11-14,track,Billets Doux
Kaz Hawkins,Don't You Know,2017-07-21,track,Hallelujah Happy People
Denise King,In the Mood: Romantic Dinner (La musica per una cena romantica),2017-05-08,track,Sunny
Lelio Luttazzi,I miei stati d'animo,2017-02-13,track,Romanticismo all'americana
Kenny Ball & His Jazzmen,Midnight In Moscow,2017-01-05,track,Midnight In Moscow
Jamiroquai,Automaton,2017-03-31,track,Nights Out In The Jungle
Nocturnal Spirits,Method in the Madness,2017-06-09,track,All of Me and All of You
Marcus Miller,Marshall (Original Motion Picture Soundtrack),2017-09-29,track,For the Love of Freedom
Denise King,Songs with Love,2017-02-01,track,Give Me the Night
Andrea Motis,Emotional Dance,2017-02-17,track,Chega De Saudade
Andrea Motis,Emotional Dance,2017-02-17,track,You'd Be So Nice To Come Home To
Eliane Elias,Dance Of Time,2017-03-24,track,You’re Getting To Be A Habit With Me
Ilya Mann,Halfway,2017-03-18,track,Inner City Drive
Magnus Ringblom,Blue Night Bossa,2017-07-04,track,Drive-Through Dinner
Lyambiko,Love Letters,2017-09-01,track,Things Are Looking up Again
Bladverk Band,Blue,2017-09-29,track,Night by Night
Jamiroquai,Automaton,2017-03-31,track,Dr Buzz
Ella Fitzgerald and Her Savoy Eight,The Complete Decca Singles Vol. 1: 1935-1939,2017-04-14,track,Bei Mir Bist Du Schoen
Nate Smith,KINFOLK: Postcards from Everywhere,2017-02-03,track,Retold
Tapones de Punta,Metamorfosis,2017-01-01,track,En El Agua
Kyle Eastwood,In Transit (Bonus Track Version),2017-10-20,track,Soulful Times
Diana Krall,Turn Up The Quiet,2017-05-05,track,Moonglow
Jeff Cascaro,Love & Blues in the City,2017-09-29,track,I Love You Baby
Aldo Romano,Mélodies en noir & blanc,2017-09-22,track,L.A. 58
Nocturnal Spirits,Method in the Madness,2017-06-09,track,"In All Honesty, I Do"
GoGo Penguin,A Humdrum Star,2018-02-09,track,Prayer
Waldeck,Stay Put,2018-01-11,track,Je t'aime beaucoup
Bryan Ferry,Bitter-Sweet,2018-11-30,track,Reason or Rhyme
Iain Mackenzie,Atlantic City Flow,2018-04-06,track,More or Less
Caro Emerald,Emerald Island - EP,2018-03-07,track,Never Ever
Nicolas Godin,Au service de la France,2018-06-22,track,Alger la blanche
Hermeto Pascoal,E Sua Visão Original do Forró,2018-06-01,track,Forró pela Manhã
Fab Samperi,Moonshine Crossroads,2018-06-08,track,Frequencies
Indra Rios-Moore,Carry My Heart,2018-04-06,track,Keep On Pushing
Scott Hamilton Trio,Live @ Pyatt Hall,2018-01-19,track,Tangerine
Eddie Palmieri,Full Circle,2018-07-20,track,Muñeca
GeeJay,Thru Channel,2018-05-11,track,Direction
Denis Solee,Gershwin on Sax: The Timeless Music Of George Gershwin Featuring Tenor Sax and Orchestra,2018-01-15,track,Summertime
Hot Swing Sextet,Black Market Stuff,2018-09-21,track,Effervescent Blues
Indigo Jam Unit,Oonops Drops Vol. 1,2018-02-23,track,Sepia
Citrus Sun,Ride Like the Wind,2018-06-29,track,Ride Like the Wind
Hot Swing Sextet,Black Market Stuff,2018-09-21,track,Bunny
Mark Kingswood,Strong,2018-02-15,track,Got a Thing for Swing
Robin Mckelle,Melodic Canvas,2018-04-20,track,Do You Believe
Jazz Lounge Bar,Something For The Weekend,2018-01-01,track,Experiments in Jazz
GoGo Penguin,A Humdrum Star (Deluxe),2018-02-09,track,So It Begins
Jen,"A Day At The Terrace - Lounge Grooves Deluxe, Vol. 3",2018-08-24,track,Temptation & Seduction
Arturo Sandoval,Ultimate Duets,2018-05-18,track,Quimbara
Caro Emerald,Emerald Island - EP,2018-03-07,track,The Ghost Of You
Cyrus Chestnut,Kaleidoscope,2018-08-31,track,Son binocle
The Black Market Trust,Anything for You,2018-10-30,track,Tico Tico
Tony Bennett,Love Is Here To Stay,2018-09-07,track,Love Is Here To Stay
Ghost-Note,Swagism,2018-04-20,track,Swagism
MauColi,Piano Jazz,2018-01-26,track,Fly Me to the Moon
Jon Batiste,Hollywood Africans,2018-09-28,track,Nocturne No. 1 in D Minor
Duke Ellington,In a Sentimental Mood,2018-03-02,track,Mood Indigo
Jeff Goldblum & The Mildred Snitzer Orchestra,The Capitol Studios Sessions,2018-11-09,track,My Baby Just Cares For Me - Live
Nick The Nightfly,Nice One,2018-10-19,track,Kiss The Bride - The Wedding Song
Dr. Lonnie Smith,All In My Mind,2018-01-12,track,50 Ways To Leave Your Lover - Live
Roger Kellaway,New Jazz Standards Vol 3,2018-03-09,track,Sweetness
Jazzanova,The Pool (Instrumentals & Remixes),2018-11-16,track,Summer Keeps on Passing Me By - Instrumental
Dana Masters,Because of You,2018-04-10,track,Because of You
Jazz Holdouts,Summer Nights,2018-08-27,track,Morning Breeze
Brian Newman,Showboat,2018-11-16,track,Don't Let Me Be Misunderstood (feat. Lady Gaga)
Elise LeGrow,Playing Chess,2018-02-16,track,Who Do You Love
Club des Belugas,Chamёleon,2018-04-13,track,Keep Your Smile
Judit Neddermann,Nua,2018-03-09,track,Em diràs adéu
Renee Rosnes,Beloved of the Sky,2018-04-06,track,The Winter of My Discontent
Jazz Lounge Bar,Freshly Poured,2018-01-01,track,Time Again
Swingrowers,Outsidein,2018-02-23,track,No Strings Attached
Otis Stacks,Fashion Drunk,2018-03-23,track,Little Pretty
Pete Escovedo,Back to the Bay,2018-05-11,track,Let's Stay Together
Club des Belugas,Chamёleon,2018-04-13,track,Song for Everyone
Emmaline,Old Soul Love,2018-11-06,track,Old Soul Love
Jon Batiste,Hollywood Africans,2018-09-28,track,Saint James Infirmary Blues
Michael Bublé,Bublé! (Original Soundtrack from his NBC TV Special),2019-03-21,track,Fly Me to the Moon / You're Nobody till Somebody Loves You / Just a Gigolo / Fly Me to the Moon (Reprise)
Madeleine Peyroux,No Meanness,2019-09-13,track,No Meanness
Riley Foster,This Can't Be Love,2019-12-18,track,Yesterdays
Bremer/McCoy,Højder,2019-08-27,track,Højder
Tape Five,The Roaring 2020s,2019-10-25,track,Party Like Its 1929
Tatiana Eva-Marie,Paris,2019-07-14,track,Paris je t'aime
Eugene Lambert,House Of Jade,2019-12-20,track,Estate
Jacky Terrasson,The Call,2019-08-30,track,The Call
Joachim Horsley,Via Havana,2019-02-15,track,Beethoven in Havana
Triosence,scorpio rising,2019-08-30,track,Arabian Princess
Reverent Juke,We Are the Juke,2019-09-27,track,Jive at Five
Alan Castque,For See,2019-01-09,track,For See
Yonathan Avishai,Joys And Solitudes,2019-01-25,track,Lya
Laurent Bardainne,Marvin,2019-10-25,track,Porsche 944
Robert Elovsson Quartet,Anyone Anytime,2019-09-13,track,Bianca
Sidney Bechet,Mademoiselle in New York,2019-10-04,track,Si tu vois ma mère
Rigmor Gustafsson,Come Home,2019-02-22,track,Big Yellow Taxi
Parov Stelar,Gringo,2019-03-01,track,Gringo
Hiromi,Spectrum,2019-09-18,track,Blackbird
Marcell,This Is Not Jazz,2019-06-28,track,Blue Moon
Beyond the Seasons,April Sun,2019-06-07,track,April Sun
Sylvain Rifflet,Troubadours,2019-09-20,track,Na (de Casteldoza)
Phillip Love,East River EP,2019-10-05,track,I'll Be Seeing You
Peter Frampton Band,All Blues,2019-06-07,track,The Thrill Is Gone
Mandevilla,Someone to watch over me,2019-08-10,track,Someone to watch over me
Quantic,Atlantic Oscillations,2019-03-12,track,Atlantic Oscillations
Magnus Ringblom Quartet,As We Move On,2019-08-23,track,Hopefully Just Imagination
Nellie McKay,Bagatelles,2019-10-25,track,How About You
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,VIP Vintage Saxophone Jazz
Lena Morris,Never (Is an Awfully Long Time),2019-05-03,track,Never (Is an Awfully Long Time)
Brendan Rothwell,Sentiment,2019-02-14,track,Think of You
Houston Person,I'm Just a Lucky So and So,2019-07-26,track,I Guess I'll Hang My Tears out to Dry
Mart'nália,Mart'nália Canta Vinicius de Moraes,2019-03-15,track,Insensatez (Quelle Grande Sottise)
iLe,Almadura,2019-05-10,track,Déjame Decirte (feat. Eddie Palmieri)
Quiana Lynell,A Little Love,2019-04-05,track,Just A Little Lovin' (Early In The Mornin')
Palov,Music Sun Love,2019-05-10,track,Inner Melody - Mo' Horizons Alternative Instrumental
Nokiaa,Fool's Gold,2019-01-03,track,Fool's Gold
Wynton Marsalis,Daily Battles (From Motherless Brooklyn: Original Motion Picture Soundtrack),2019-08-21,track,"Daily Battles (feat. Joe Farnsworth, Russell Hall, Isaiah J. Thompson & Jerry Weldon) - Jazz Arrangement"
Boogie Belgique,Prelude to Machine,2019-05-17,track,Pax
The Electric Swing Circus,Connected / Invisible Man,2019-06-12,track,Invisible Man
Azymuth,"Demos (1973-1975), Vol. 1 & 2",2019-05-31,track,Unknown Jam
Jazz Lounge Bar,Time For Jazz,2019-02-23,track,Motionless
Noa,Letters to Bach,2019-03-15,track,"No, Baby"
Maya Fadeeva,Strange Things Beyond the Sunny Side,2019-09-27,track,Lithium - Club des Belugas Extended Mix
Arnau Bataller,To Live Twice (Original Score),2019-09-06,track,To Live Twice: Outro
Carl Bagge Trio,Långholmen Sessions Vol. 1,2019-05-09,track,You Must Believe In Spring
Eliane Elias,Love Stories,2019-08-30,track,The Simplest Things
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,Cool Caffine for Everyone
Chill Jazz-Lounge,Smooth Chilling Jazz,2019-03-14,track,Classic Chill Jazz
Jamie Cullum,Taller,2019-06-07,track,You Can't Hide Away From Love
Khruangbin,Mordechai,2020-06-26,track,Dearest Alfred
Maceo Parker,Soul Food: Cooking With Maceo,2020-06-26,track,Yes We Can Can
Flora Martínez,Good Morning Heartache,2020-06-19,track,Good Morning Heartache
Massimo Faraò,A Drums Comes True,2020-08-24,track,Easy Living
The Bahama Soul Club,Bohemia After Dawn,2020-07-17,track,Tears Run Down
The Swinghoppers,Party Like Its 1920,2020-01-03,track,Party Like Its 1920
Roger Strauss,Remembering Yesterday,2020-06-29,track,Remembering Yesterday
Hara Noda,Years,2020-01-17,track,Years
Kandace Springs,The Women Who Raised Me,2020-03-27,track,Pearls
Thomas Dutronc,Frenchy,2020-06-19,track,Petite fleur
Richard Freeman,Sweet Morning,2020-09-01,track,Easy
Susan Wong,At Last,2020-07-10,track,At Last
OR3O,Run Away,2020-08-01,track,Run Away
Adani & Wolf,Here Comes the Hero,2020-03-13,track,Nobody Else
Michel Colombier,Colossus: The Forbin Project (Original Motion Picture Soundtrack),2020-08-21,track,Forbin's Hi-Fi
Espen Eriksen Trio,End of Summer,2020-09-25,track,End Of Summer
Otra,Putumayo Presents New Orleans Mambo,2020-10-23,track,Nature Boy
Ionn Blignault,Almost blue,2020-12-09,track,Almost blue
Laura Benanti,Laura Benanti,2020-10-23,track,Go Slow
Tingvall Trio,Dance,2020-10-02,track,In Memory
Eddie Harper,Straight Forward,2020-09-04,track,Windless Days
Matthieu Saglio,El Camino de los Vientos,2020-04-24,track,Amanecer
The Speakeasies' Swing Band!,Uproaring Twenties,2020-11-27,track,Lady Cobra
Underground Canopy,Bluestaeb and S. Fidelity Present Underground Canopy,2020-01-31,track,Feelm Intermission
Richard Freeman,Positive Mood,2020-07-24,track,Positive Mood
Melody Gardot,Sunset In The Blue,2020-10-23,track,"Ninguém, Ninguém"
Ten Thirty Trio,Lucky To Be Me,2020-06-03,track,Lucky To Be Me
Dr Rubberfunk,My Life at 45,2020-02-14,track,A Little Blahzay
Richard Freeman,Luna,2020-10-06,track,Into the Night
Gathering in Jazz,Stardust,2020-02-07,track,The Shape of Blue
The Brooks,Any Day Now,2020-10-23,track,Turn up the Sound
Great Jam,Restaurante de Cinco Estrellas,2020-07-29,track,Tiempo de descanso
VARITDA,Mood,2020-11-19,track,By the Time I Get to Phoenix
Richard Freeman,Night in the City,2020-01-13,track,Endless Mind
Kahil El'Zabar,Kahil El’Zabar’s America the Beautiful,2020-10-23,track,HOW CAN WE MEND A BROKEN HEART
Cena Española con Jazz,Canciones instrumentales de jazz para cenar,2020-01-17,track,Jazz clásico en la trompeta
Lisa Bassenge,Mothers,2020-03-13,track,All the Good Girls Go to Hell
Kokoroko,Carry Me Home,2020-03-03,track,Carry Me Home
Robert Elovsson,Älvan,2020-01-31,track,Älvan
Great Jam,Restaurante de Cinco Estrellas,2020-07-29,track,Noche de jazz
Kandace Springs,The Women Who Raised Me,2020-03-27,track,Gentle Rain
Shazz,Heritage (10th Anniversary Remastered Edition),2020-10-23,track,Sit Down - Remastered
George Alec,Tenderly,2020-06-19,track,Tenderly
Foy Vance,Thank You For Asking,2020-06-25,track,Thank You For Asking
Richard Freeman,Night in the City,2020-01-13,track,Choices
Gerardo Frisina,Moving Ahead,2020-09-25,track,Cuiaba'
Lydia Baskow Trio,Nuages ​​Creux,2020-12-02,track,Nuages ​​Creux
Rachel Silver,"Oh, What a Beautiful Mornin'",2020-11-09,track,Shiny Stockings
Diana Krall,This Dream Of You,2020-09-25,track,How Deep Is The Ocean
Dave Wave,Pink Swingin' Elephants on Parade,2020-10-15,track,Pink Swingin' Elephants on Parade
Alune Wade,Putumayo Presents Jazz Cafe,2016-02-26,track,Yarahya
Hailu Mergia,Wede Harer Guzo,2016-06-17,track,Wede Harer Guzo
Almost Here,A Moment Ago,2016-03-25,track,Seeing You Again
Stan Getz,Getz / Gilberto ‘76,2016-02-19,track,Aguas de Março
Vince Giordano And The Nighthawks,Cafe Society (Original Motion Picture Soundtrack),2016-07-08,track,There's a Small Hotel
Jan Lundgren Trio,Jan Lundgren Trio Plays the Music of Victor Young,2016,track,Street of Dreams
Enrico Pieranunzi,Ménage à trois,2016-10-21,track,Le crépuscule
Daniele Baldelli,"Cosmic temple, Chapter 3",2016-11-16,track,Isotropofunk
Fab Samperi,The Big Swing,2016-09-09,track,The Big Swing
Klischée,Bend the Rules,2016-10-07,track,Swing It Like Roger
Ryo Fukui,A Letter from Slowboat,2016-02-17,track,Stella by Starlight
Dy Bryan,Sacolé,2016-12-23,track,Sacolé
Sílvia Pérez Cruz,En La Imaginación,2016-06-24,track,Si Te Contara
Dizzy Gillespie,Unheard Bird: The Unissued Takes,2016-01-01,track,An Oscar For Treadwell - Incomplete 411-1
Michel Legrand,Michel Legrand y Su Gran Orquesta,2016-10-28,track,Kiss of Fire
AronChupa,Bad Water (feat. J & The People),2016,track,Bad Water (feat. J & The People)
Peter White,Groovin’,2016-10-28,track,"Here, There And Everywhere"
Malene Mortensen,You Belong to Me,2016-08-01,track,Summertime
Vince Giordano And The Nighthawks,Cafe Society (Original Motion Picture Soundtrack),2016-07-08,track,Jeepers Creepers
Lucy Dixon,Lulu's Back in Town,2016-10-21,track,I'm Living in a Great Big Way
Matt Bianco,The Things You Love,2016-10-28,track,The Things You Love
Bremer/McCoy,Forsvinder,2016-09-17,track,She's Alive
Melody Gardot,Jazz Loves Disney,2016-11-18,track,The Bare Necessities
Joey Edwin,212 Degrees,2016-09-07,track,Sexy Samba
Shabaka and the Ancestors,Wisdom of Elders,2016-09-16,track,Joyous
Nils Petter Molvær,Buoyancy,2016-09-02,track,Puri Jati
Jules Gaia,Life Of The Lavish,2016-11-02,track,Shake Down
Renegades Of Jazz,Moyo Wangu,2016-09-02,track,Them Who Walk Slow
Camélia Jordana,The Thrill Is Gone,2016-04-08,track,The Thrill Is Gone
Almost Here,That's the One,2016-09-30,track,Coffeeshop Stories
Le Dancing Pepa Swing Band,Black Coffee White Pepper,2016-10-03,track,Sweet Vanilla
Zouzoulectric,The Hopper,2016-04-08,track,Shim Sham - VIP Mix
Michel Camilo,Spain Forever,2016-10-07,track,Carnival (Manha De Carnaval)
MÖWE,Back In The Summer,2016-11-04,track,Save My Love
Madeleine Peyroux,Secular Hymns,2016-09-16,track,Hello Babe
Bria Skonberg,Bria,2016-09-23,track,Don't Be That Way
Paolo Fresu,Eros,2016-04-29,track,Sensuousness
Joe Williams,Can't Resist You - My Summer Love,2016-02-07,track,Have You Met Miss Jones
Parra for Cuva,Darwis,2016-05-27,track,Yuyun
Flamingo Star,Driverman EP,2016-06-24,track,Driverman (Feat. Azul)
Jan Lundgren Trio,Jan Lundgren Trio Plays the Music of Victor Young,2016,track,Golden Earrings
Oakwood Station,Since We Met,2016-04-29,track,Sunny San Francisco
João Gilberto,Coisa Mais Linda,2016-04-04,track,Você E Eu
Arturo Sandoval,Mambo Nights,2016-12-09,track,Sofrito
Secret Value Orchestra,Serious Intentions,2016-01-08,track,Serious Intentions
Pauline Croze,Bossa Nova,2016-04-15,track,Jardin d'hiver
Bebo Best,JazzMamba,2016-10-07,track,Mambajazz
Almost Here,A Moment Ago,2016-03-25,track,A Moment Ago
Erroll Garner,Ready Take One,2016-09-30,track,Sunny
Brad Mehldau Trio,Blues and Ballads,2016-06-03,track,These Foolish Things (Remind Me of You)
Alice Fredenham,Under the Covers,2017-02-17,track,My Funny Valentine
Cissy Street,Cissy Street,2017-06-23,track,Jiajia's Funk
Sarah McKenzie,Paris In The Rain,2017-01-13,track,Triste
Nicole Atkins,Bye Bye Blackbird,2017-05-26,track,Bye Bye Blackbird
George Benson,Smooth Soul,2017-06-20,track,Midnight Love Affair
Ben Sidran,Picture Him Happy,2017-03-31,track,Discount Records
Ellie & The Bunch,Stop Look Desire,2017-03-18,track,Stop Look Desire
Milos Foreman,Jazz Standards,2017-03-18,track,Isn't She Lovely
Joe Armon-Jones,Idiom,2017-09-08,track,Idiom (feat. Oscar Jerome)
Ray Charles & Friends,What'd I Say,2017-05-05,track,What'd I Say Part 1 & 2
Ella Fitzgerald,The Complete Decca Singles Vol. 4: 1950-1955,2017-04-14,track,My One And Only Love
Ella Fitzgerald,The Complete Decca Singles Vol. 1: 1935-1939,2017-04-14,track,The Dipsy Doodle
Kamasi Washington,Truth,2017-04-13,track,Truth
Enrique Chia,Sones y Tradiciones (feat. Cachao),2017-06-08,track,Patricia (Mambo Cha)
Ellie & The Bunch,Stop Look Desire,2017-03-18,track,The Sweetest Nighlife
Diana Krall,Turn Up The Quiet,2017-05-05,track,No Moon At All
Ella Fitzgerald,100 Songs For A Centennial,2017-04-21,track,On The Sunny Side Of The Street
Hot Sugar Band,Wondering Where,2017-09-17,track,Sandu
Stacey Kent,I Know I Dream: The Orchestral Sessions (Deluxe Version),2017-10-19,track,Avec le temps
Nocturnal Spirits,Method in the Madness,2017-06-09,track,Under the Misty Moon
Denise King,My 100 Soul(s),2017-05-11,track,Me and Mr. Jones
João Gilberto Quintet,Ho-ba-la-la,2017-10-19,track,Saudade da Bahia
Parov Stelar,The Burning Spider,2017-04-21,track,Beauty Mark
Louis Armstrong,The Decca Singles 1935-1946,2017-08-04,track,The Frim Fram Sauce
Diana Krall,Turn Up The Quiet,2017-05-05,track,I'll See You In My Dreams
Billy Taylor,Midnight Piano Jazz,2017-07-10,track,Can You Tell By Looking at Me
Katharine McPhee,I Fall in Love Too Easily,2017-11-17,track,It Never Entered My Mind
Charles Trenet,1940 - 1942 (Remasterisé en 2017),2017-10-12,track,Verlaine - Remasterisé en 2017
Skúli Sverrisson,Strata,2017,track,Sweet Earth
Jamiroquai,Automaton,2017-03-31,track,Vitamin
Jazzamor,Strange to Be in Paradise,2017-05-29,track,Sunrise
Lorrèn,Land of Possibilities,2017-03-31,track,Hideaway
Ibrahim Maalouf,Dalida By Ibrahim Maalouf,2017-11-17,track,Paroles paroles
Blank & Jones,Relax Edition 10,2017-07-07,track,Jardin D'hiver
Ray Charles & Friends,What'd I Say,2017-05-05,track,Unchain My Heart
Williamsburg Quartet,All About You,2017-03-18,track,I Can't Stop Lovin
Nocturnal Spirits,Method in the Madness,2017-06-09,track,One Sweet Evening
The Electric Swing Circus,It Flew By,2017-01-16,track,Mr Magpie
The Goods,Glow,2017-12-14,track,Glow
China Moses,Nightintales,2017-03-31,track,Put It on the Line
Taj Mahal,TajMo,2017-05-04,track,Ain't Nobody Talkin'
Oakwood Station,Around The Corner,2017-09-29,track,What a Little Smile Can Do
Karen Souza,Velvet Vault,2017-11-24,track,Angel Eyes
Cee-Roo,Work Song,2017-01-06,track,Work Song - Nhyx Remix
Minus 8,Spacious,2017-08-18,track,Forbidden Love
Stacey Kent,I Know I Dream: The Orchestral Sessions (Deluxe Version),2017-10-19,track,La rua madureira
Ellie & The Bunch,Stop Look Desire,2017-03-18,track,Melody of Summer
Quintette du Hot Club de France,St. Louis Blues,2017-11-14,track,St. Louis Blues
Airelle Besson,Aïrés,2017-10-01,track,"Valse sentimentale, Op. 51 No. 6"
Norah Jones,Spotify Singles,2017-11-01,track,Don’t Be Denied - Recorded At Spotify Studios NYC
Cyrus Chestnut,Kaleidoscope,2018-08-31,track,Son binocle
Proleter,What Lana Says,2018-04-24,track,What Lana Says
Tommy Flanagan,Giant Steps,2018-04-27,track,Naima
Mark Kingswood,Strong,2018-02-15,track,Velvet Touch
Dirty Channels,Defected Radio Episode 132 (hosted by Sam Divine),2018-12-07,track,Watching Out - Mixed
Arturo Sandoval,Ultimate Duets,2018-05-18,track,People
Jules Gaia,Tuppence,2018-03-02,track,Let's Bounce
Nocturnal Spirits,Sticky Date,2018-05-25,track,Time for Spring
Arturo Sandoval,Arturo Sandoval,2018-05-04,track,Arturo Sandoval
Moca,Wroooooooooam,2018-01-19,track,Funky Plüsch
Wolfgang Lackerschmid,Ballads For Two,2018-11-09,track,Why Shouldn't You Cry
Sons Of Kemet,Your Queen Is A Reptile,2018-03-30,track,My Queen Is Albertina Sisulu
Proleter,Bubbles,2018-07-02,track,The Precious Hours
Brad Mehldau Trio,Seymour Reads the Constitution!,2018-05-05,track,Friends
Jazzanova,The Pool,2018-06-29,track,Let's Live Well
The Green Book Copacabana Orchestra,Green Book (Original Motion Picture Soundtrack),2018-11-16,track,That Old Black Magic
Lars Danielsson,Summerwind,2018-09-28,track,Un Vestido y un Amor
Swingrowers,Outsidein,2018-02-23,track,Butterfly - Album Remaster
Nocturnal Spirits,Sticky Date,2018-05-25,track,Not That Serious
John Surman,Invisible Threads,2018-01-19,track,At First Sight
Jules Gaia,Tuppence,2018-03-02,track,Wild Slide
Fazer,Mara,2018-03-16,track,"Glow, Glow"
Paris Gadjo Club,"Café Du Brésil, Swinging The Choro",2018-03-28,track,Assanhado
Tony Bennett,Love Is Here To Stay,2018-09-14,track,I Got Rhythm
Melody Gardot,Live In Europe,2018-02-09,track,Over The Rainbow - Live
McCoy Tyner Trio,Inception,2018-03-02,track,Speak Low - 2018 Digitally Remastered
Jazz At Lincoln Center Orchestra,Una Noche Con Rubén Blades,2018-10-19,track,El Cantante
Madeleine Peyroux,Anthem,2018-08-31,track,Liberté
Vincent Ingala,Personal Touch,2018-05-04,track,Personal Touch
Till Brönner,Nightfall,2018-01-26,track,A Thousand Kisses Deep
